input,given,family,orcid,other-names,employment,education,works,peer-reviews,funding,emails,other_names,Total,journal
Jonathan Graham Wagner,Ben Jonathan,Wagner,0000-0002-5401-2512,0,0,1,9,1,0,,,10,The Journal of Neuroscience
Jonathan Graham Wagner,Jonathan L.,Wagner,0000-0003-4214-7687,0,4,3,23,24,0,,,51,Biotechnology and Bioengineering
Jonathan Graham Wagner,Marcel Jonathan Lee,Wagner,0009-0007-4609-4865,0,1,3,0,0,0,,,1,
Christopher A. Berkson,Christopher A.,Berkson,Not Found,,,,,,,,,0,
Steven K. Carlson,Steven,Carlson,0000-0002-2632-8149,0,1,1,11,0,0,,,12,Current Orthopaedic Practice
Steven K. Carlson,Steven,Carlson,0000-0003-3166-2667,0,0,0,0,0,0,,,0,
Steven K. Carlson,Steven,Carlson,0000-0003-3618-2830,0,0,2,0,0,0,,,0,
Steven K. Carlson,Steven,Carlson,0000-0002-5163-2206,0,0,0,0,0,0,,,0,
Steven K. Carlson,Steven,Carlson,0009-0005-2285-591X,0,0,0,0,0,0,,,0,
Steven K. Carlson,Steven,Carlson,0000-0002-1376-7775,0,0,2,12,1,1,,,14,Journal of Family Psychology
Lara Cushing,Lara,Cushing,0000-0003-0640-6450,0,2,2,10,0,0,,,12,International Journal of Environmental Research and Public Health
Christopher T. DiVittorio,Christopher,DiVittorio,0000-0001-5604-9696,0,2,3,1,0,0,,,3,Proceedings of the National Academy of Sciences
Christine Hara,Christine,Hara,Not Found,,,,,,,,,0,
Marissa Hirst,Marissa,Hirst,Not Found,,,,,,,,,0,
John F. Holl,John F.,Holl,Not Found,,,,,,,,,0,
Brooke Keeney,Brooke,Keeney,0009-0000-4120-0111,0,1,0,172,0,0,,,173,Birds of the World
Gregory S. Mendez,Gregory,Mendez,0000-0002-0962-2864,0,0,0,1,0,0,,,1,Journal of Eukaryotic Microbiology
Gregory S. Mendez,Gregory,Mendez,0000-0002-1665-7563,0,0,0,8,0,0,,,8,Kansas journal of medicine
Gregory S. Mendez,Gregory,Mendez,0000-0002-9955-3726,0,0,1,13,0,0,,,13,
Gregory S. Mendez,Lewis Antony Gregory,Villamizar Mendez,0009-0005-6396-1751,0,0,0,0,0,0,,,0,
Jay Nagtalon,Jay,Nagtalon,Not Found,,,,,,,,,0,
Alice Nguyen,Alice,Nguyen,0000-0003-1212-8514,0,0,2,0,0,0,,,0,
Alice Nguyen,Alice,Nguyen,0000-0002-5225-9431,0,0,2,32,0,0,,,32,"Cancer Epidemiology, Biomarkers & Prevention"
Alice Nguyen,Alice,Nguyen,0009-0004-4791-2645,0,0,0,0,0,0,,,0,
Alice Nguyen,Alice,Nguyen,0009-0001-9179-3397,0,0,0,0,0,0,,,0,
Alice Nguyen,Alice,Nguyen,0009-0005-0147-6136,0,0,0,0,0,0,,,0,
Alice Nguyen,Alice,Nguyen,0009-0008-9050-8559,0,1,2,0,0,0,,,1,
Alice Nguyen,Alice,Nguyen,0009-0001-3111-9712,0,1,0,0,0,0,,,1,
Alice Nguyen,Thi Thanh Hoa (Alice),Nguyen,0000-0002-8580-3915,0,0,0,0,0,0,,,0,
Michelle C. Ochomogo,Michelle C.,Ochomogo,Not Found,,,,,,,,,0,
Stephanie Simone Porter,Stephanie,Porter,0000-0001-9245-1033,0,0,0,0,0,0,,,0,
Stephanie Simone Porter,Stephanie,Porter,0009-0009-3471-6617,0,0,0,1,0,0,,,1,Journal of NeuroEngineering and Rehabilitation
Stephanie Simone Porter,Stephanie,Porter,0000-0001-6664-6451,0,1,0,20,0,0,,,21,Virology
Stephanie Simone Porter,Stephanie,Porter,0000-0002-1193-9705,0,0,0,16,4,0,,,20,Journal of Evolutionary Biology
Stephanie Simone Porter,Stephanie,Porter-Plummer,0009-0005-2706-6282,0,0,0,0,0,0,,,0,
Keefe D. Reuther,Keefe,Reuther,0000-0001-7638-8521,0,1,0,3,0,0,,,4,CourseSource
Tyler C. Reynard,Tyler C.,Reynard,Not Found,,,,,,,,,0,
Nicole M. Santos,Nicole M.,Travassos dos Santos,0009-0005-1147-8979,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Santos,0000-0003-3363-7625,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0000-0003-2560-8250,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0000-0002-2317-317X,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0000-0001-5439-9211,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0000-0001-5969-4762,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0000-0002-7517-5177,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0009-0003-5227-9285,0,0,1,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0000-0003-4369-5597,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0009-0001-3171-5629,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0000-0003-2445-3058,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0000-0002-6184-1212,0,0,0,2,0,0,,,2,Procedia Computer Science
Nicole M. Santos,Nicole,Santos,0000-0002-1335-0961,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0009-0000-0662-9043,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0009-0003-5433-4428,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Santos,0009-0000-3049-9744,0,1,0,0,0,0,,,1,
Nicole M. Santos,nicole,santos,0009-0006-1942-5860,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Santos,0009-0006-7812-4144,0,0,1,0,0,0,,,0,
Nicole M. Santos,Nicole,Perez Santos,0000-0002-6387-6304,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Barbosa Santos,0009-0005-4751-9779,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Almeida Santos,0009-0009-4107-697X,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole ,Santos Freitas,0009-0006-3734-4212,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Barbosa Santos ,0009-0005-1956-6703,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Bailhão Santos,0009-0002-5066-2259,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Novais Santos,0009-0003-4527-6799,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Wilhelms Santos,0009-0005-5195-7683,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Santos Baccule,0009-0004-0997-0246,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Santos Zago,0009-0000-3427-9001,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Santos Accioly,0000-0001-9062-8616,3,0,0,4,0,0,,,4,Liinc em Revista
Nicole M. Santos,Nicole ,Gomes Santos ,0009-0006-9147-3410,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Frances,Santos,0000-0002-9814-9852,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Louise,Santos,0009-0006-0339-6823,0,1,0,0,0,0,,,1,
Nicole M. Santos,Claudia Nicole,Santos,0009-0006-6148-8777,0,0,0,0,0,0,,,0,
Nicole M. Santos,Katherine Nicole,Santos,0009-0004-0908-8341,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Dominique,Santos,0009-0005-5511-4982,0,0,0,0,0,0,,,0,
Nicole M. Santos,Daniela Nicole,Santos,0000-0002-5080-0132,0,0,0,0,0,0,,,0,
Nicole M. Santos,Alessia Nicole,Santos,0009-0008-8347-1225,0,1,0,0,0,0,,,1,
Nicole M. Santos,Janna Nicole,Santos,0009-0006-0144-8159,0,1,1,1,0,0,,,2,Journal of pediatric endocrinology & metabolism : JPEM
Nicole M. Santos,Nicole,Hempel dos Santos,0000-0002-2831-0954,0,0,1,0,0,0,,,0,
Nicole M. Santos,Nicole,Estevão dos Santos,0009-0006-8797-7042,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,de Oliveira Santos,0000-0002-1977-7245,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Marchioro dos Santos,0000-0002-6858-7448,0,0,1,0,0,0,,,0,
Nicole M. Santos,Nicole,dos Santos Teixeira,0009-0009-4411-4169,0,1,0,1,0,0,,,2,Arquivos do CMD
Nicole M. Santos,Nicole,Del Bianco Santos,0000-0003-3220-2080,2,0,3,0,0,0,,,0,
Nicole M. Santos,Nicole,Domingos dos Santos,0000-0002-4882-2164,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole ,Souza dos Santos ,0009-0004-6332-1036,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Carneiro Ferrer Santos,0000-0003-1968-859X,3,1,2,0,0,0,,,1,
Nicole M. Santos,Nicole,Cavalcante dos Santos,0000-0002-3849-7169,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole ,Kolinski dos Santos,0009-0000-4941-4296,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Ribeiro dos Santos ,0009-0001-3589-6906,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Santi dos Santos,0009-0008-6563-3454,0,0,0,0,0,0,,,0,
Nicole M. Santos,NICOLE,Silva dos Santos ,0000-0003-3949-1049,0,1,0,2,0,0,,,3,DOXA: Revista Brasileira de Psicologia e Educação
Nicole M. Santos,Nicole,Santos de Sá,0000-0002-6233-313X,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Mara Santos Paiva,0009-0001-7880-1786,0,0,2,0,0,0,,,0,
Nicole M. Santos,Nicole,Nascimento Gomes Santos,0009-0004-2154-5146,0,0,2,0,0,0,,,0,
Nicole M. Santos,Nicole ,Dos Santos Dionísio,0009-0003-0010-9874,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Santos Baccule Rodrigues,0009-0001-2916-0433,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole ,dos Santos Alves,0009-0008-8861-9161,0,1,0,0,0,0,,,1,
Nicole M. Santos,NICOLE ,DOS SANTOS MARQUES,0009-0008-8285-9957,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole ,Santos de Jesus ,0009-0007-9058-2620,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Verza dos Santos,0009-0006-5695-4788,0,0,2,5,0,0,1,,6,Anais do 12º PdPetro
Nicole M. Santos,Nicole ,dos Santos Neiva,0009-0005-2851-9431,0,0,1,0,0,0,,,0,
Nicole M. Santos,Nicole,dos Santos Cassiano,0009-0007-4612-5633,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Dos Santos Arce,0009-0003-3491-4396,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Bastos dos Santos,0009-0003-9787-1055,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,dos Santos Barros Braz,0000-0003-0217-9174,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Luane Gesse dos Santos,0009-0001-1136-9896,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole ,Nascimento Viana dos Santos,0009-0001-1777-3507,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole ,Carvalho dos Santos Silva,0009-0008-1869-0384,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole, Rodrigues Mariano dos Santos,0009-0005-4627-5207,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Ribeiro da Silva Santos,0009-0000-4765-0041,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole,Aparecida dos Santos Populin,0009-0008-2814-5662,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole ,Fernanda dos Santos Lopes,0009-0003-7459-4622,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole,Pereira dos Santos Sousa,0009-0008-4553-0976,0,1,4,4,0,0,,,5,PLANEJAMENTO E GESTÃO EM SAÚDE DA MULHER
Nicole M. Santos,Nicole,Batista dos Santos Alves,0009-0002-1115-2432,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Menezes dos,Santos,0009-0004-4549-6094,0,0,1,0,0,0,,,0,
Nicole M. Santos,Angie Nicole,Santos Aguirre ,0000-0002-9880-5928,0,0,0,0,0,0,,,0,
Nicole M. Santos,Alessandra Nicole,Santos Mas,0000-0001-5496-8816,0,0,0,0,0,0,,,0,
Nicole M. Santos,LEIDY NICOLE ,GONZALES SANTOS ,0000-0002-8345-044X,0,0,0,0,0,0,,,0,
Nicole M. Santos,Jimena Nicole ,Santos Ponce,0009-0006-9375-8444,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Suzette,Santos Rabines,0009-0004-4949-0685,0,0,0,0,0,0,,,0,
Nicole M. Santos,Yuliana Nicole,Santos Sebastian ,0000-0002-8933-1417,0,0,0,0,0,0,,,0,
Nicole M. Santos,Jenifer Nicole ,Nuñez Santos ,0000-0001-6447-5548,0,0,0,0,0,0,,,0,
Nicole M. Santos,NICOLE ADRIANA,CIRIACO SANTOS,0000-0002-5567-565X,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Fernanda,Dos Santos,0000-0001-8211-2169,0,0,0,0,0,0,,,0,
Nicole M. Santos,Solangie Nicole ,Coronel Santos ,0000-0003-2754-8183,0,0,0,0,0,0,,,0,
Nicole M. Santos,Adria Nicole,Santos Souza,0000-0003-0029-1066,0,0,0,0,0,0,,,0,
Nicole M. Santos,NICOLE DEYANIRA,SANTOS ARIAS,0000-0003-4741-5863,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Lucero,Santos Baldera,0009-0004-2514-4833,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Cindy,Fonseca Santos,0009-0002-2676-444X,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Mariele,Santos Röhnelt,0009-0007-1579-2484,0,2,1,0,0,0,,,2,
Nicole M. Santos,Anghelina Nicole ,Valverde Santos ,0009-0005-7669-9967,0,1,0,0,0,0,,,1,
Nicole M. Santos,Johana Nicole,Obeso Santos,0009-0005-1294-2358,0,1,0,0,0,0,,,1,
Nicole M. Santos,Isis Nicole,Santos Cruz,0009-0001-9567-1207,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Fernanda,Santos Morán,0009-0004-4597-8499,0,1,0,0,0,0,,,1,
Nicole M. Santos,Leslie Nicole,Candela Santos,0000-0001-8551-5545,0,0,0,0,0,0,,,0,
Nicole M. Santos,Alessandra Nicole,Arcaya Santos,0009-0007-7649-6929,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Cindy,Fonseca Santos,0000-0002-3849-3213,0,0,0,0,0,0,,,0,
Nicole M. Santos,MELANIE NICOLE,CEDEÑO SANTOS,0009-0000-5219-0553,0,1,0,0,0,0,,,1,
Nicole M. Santos,Laura Nicole,Santos Lizarazo,0009-0007-4193-217X,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Emilia ,Yepez Santos ,0009-0008-6780-7681,0,1,0,0,0,0,,,1,
Nicole M. Santos,MARYORI NICOLE,ALFARO SANTOS,0009-0009-1498-1560,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Dayanna,Santos Sandoval,0009-0000-2582-0724,0,0,0,0,0,0,,,0,
Nicole M. Santos,Melany Nicole,Saenz Santos,0009-0006-2173-4945,0,0,1,0,0,0,,,0,
Nicole M. Santos,Melanie Nicole,Santos Franco,0009-0006-9589-4327,0,1,0,0,0,0,,,1,
Nicole M. Santos,Vivian Nicole,Santos Ramirez,0009-0003-4135-9458,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Mirella ,Santos Nascimento ,0009-0002-8710-8606,0,1,0,0,0,0,,,1,
Nicole M. Santos,Karla Nicole,Santos Guzmán,0009-0005-6317-2445,0,1,0,1,0,0,,,2,PLOS ONE
Nicole M. Santos,Nicole Ximena ,Domínguez Santos ,0009-0004-0081-3834,0,1,0,0,0,0,,,1,
Nicole M. Santos,CINTHIA NICOLE,SANTOS RAMON,0009-0004-4368-9933,0,0,0,0,0,0,,,0,
Nicole M. Santos,Angie Nicole,Santos Restrepo,0000-0002-9115-9783,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Stephanie,Silva Santos,0009-0006-2665-9489,0,4,1,7,0,0,,,11,Brazilian Journal of Implantology and Health Sciences
Nicole M. Santos,Nicole Renea,Santos Jimenez,0000-0001-9755-0022,0,3,0,14,0,1,,,18,Nature medicine
Nicole M. Santos,Jade Nicole S. Trinidad,Santos,0009-0009-1092-4390,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Francisca ,Henriques dos Santos ,0000-0002-8119-7065,0,1,3,8,0,0,,,9,A pesquisa na formação inicial de professores. 
Nicole M. Santos,Nicole Luise,dos Santos Pasa,0009-0006-5353-338X,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Stefanie,Gomes dos Santos,0000-0003-4265-8997,0,0,1,3,0,0,,,3,ReMark - Revista Brasileira de Marketing
Nicole M. Santos,Nicole Maria,Travassos dos Santos,0009-0008-2593-2062,0,1,0,1,0,0,,,2,Psicologia e Saúde em Debate
Nicole M. Santos,Eduarda Nicole,Santos de Castro,0009-0002-5953-5045,0,1,0,0,0,0,,,1,
Nicole M. Santos,Amália Nicole ,Santos de Souza ,0009-0003-6427-7236,0,1,0,0,0,0,,,1,
Nicole M. Santos,Bianca Nicole,Santos Paez Medina,0009-0002-4925-3298,0,0,0,1,0,0,,,1,Glia
Nicole M. Santos,Nicole Evelyn,de Jesus Santos,0009-0001-9273-4233,0,1,0,0,0,0,,,1,
Nicole M. Santos,Lívia Nicole,Barbosa dos Santos,0009-0005-8519-5787,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Fernanda ,Jovanhaque dos Santos,0009-0001-5626-9709,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Fernanda,Gouveia dos Santos,0009-0005-8328-7768,0,1,1,1,0,0,,,2,Educação Gráfica
Nicole M. Santos,Nicole Gabrielly,Fernandes dos Santos,0009-0000-9964-8293,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Valentine de,Moura Santos,0000-0003-3829-6989,0,0,0,0,0,0,,,0,
Nicole M. Santos,nicole bianca medeiros ,dos santos ,0009-0000-3472-6684,0,0,0,0,0,0,,,0,
Nicole M. Santos,Nicole Carolina,Gonzato Rodrigues dos Santos,0000-0002-4533-7446,0,0,0,1,0,0,,,1,Revista Visão: Gestão Organizacional
Nicole M. Santos,Lesly Nicole,Jimenez De Los Santos,0000-0002-1270-107X,0,0,0,0,0,0,,,0,
Nicole M. Santos,Emile Nicole,Botelho Rodrigues dos Santos,0009-0007-0324-2127,0,0,1,1,0,0,,,1,Revista Lusófona de Estudos Culturais
Nicole M. Santos,Nicole Julie,Alves Andrade dos Santos ,0009-0005-4418-9831,0,1,0,0,0,0,,,1,
Nicole M. Santos,LESLY NICOLE,JIMENEZ DE LOS SANTOS,0009-0001-4807-2711,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Roxana ,Modragon De los Santos ,0009-0004-6842-7614,0,1,0,0,0,0,,,1,
Nicole M. Santos,Nicole Rodrigues dos Santos,"Cristiane de Souza Rodrigues dos Santos, Adriano Henrique dos Santos",0009-0001-7147-5914,0,0,1,0,0,0,,,0,
Nikolas Schmidt,Nikolas,Schmidt,0000-0001-5190-7903,0,0,0,0,0,0,,,0,
Nikolas Schmidt,Nikolas,Schmidt,0009-0006-9114-1707,0,0,0,1,0,0,,,1,Chemie Ingenieur Technik
Mary Alice Sorensen,Mary Alice,Sorensen,Not Found,,,,,,,,,0,
Parissa Vassef,Parissa,Vassef,Not Found,,,,,,,,,0,
J. Brent Vickers,Sam J.,Vizcaino Vickers,0009-0003-9353-5222,0,1,2,2,0,0,1,,4,The Gerontologist
William G. Wood,William G,Wood,0009-0008-2324-619X,0,1,0,0,0,0,,,1,
William G. Wood,William,Wood,0000-0001-7621-3975,0,1,2,0,0,0,,,1,
William G. Wood,william,wood,0000-0001-7285-752X,0,1,0,0,0,0,,,1,
William G. Wood,William,Wood,0000-0002-2991-0054,0,5,1,76,0,0,1,,82,Biochemical Systematics and Ecology
William G. Wood,william,wood,0000-0002-1520-7798,0,0,0,0,1,0,,,1,
William G. Wood,William,Wood,0000-0003-4794-305X,0,0,0,0,0,0,,,0,
William G. Wood,William,Wood,0009-0009-1164-5385,0,0,0,0,0,0,,,0,
William G. Wood,William,Wood,0000-0002-2613-5929,0,0,3,1,2,0,,,3,Journal of Medicinal Chemistry
William G. Wood,William,Wood,0000-0002-7901-9120,0,0,0,0,0,0,,,0,
William G. Wood,William,Wood,0000-0001-8106-4345,0,1,0,0,0,0,,,1,
William G. Wood,William,Wood,0000-0003-4985-3189,0,0,0,4,0,0,,,4,Acad Psychiatry
William G. Wood,William,Wood,0000-0003-3035-4240,0,0,0,2,0,0,,,2,The Journal of Neuroscience
William G. Wood,William,Wood,0000-0003-1070-5963,0,0,1,1,0,0,,,1,
William G. Wood,William,Wood,0000-0001-7439-2543,0,1,3,210,0,0,,,211,Biology of Blood and Marrow Transplantation
William G. Wood,William,Wood,0000-0002-6196-356X,0,0,0,0,0,0,,,0,
William G. Wood,William,Wood,0000-0001-6803-5726,0,1,0,1,1,0,,,3,Journal of Mathematical Physics
William G. Wood,William ,Wood,0009-0006-7181-2171,0,1,0,0,0,0,,,1,
William G. Wood,William,Wood,0000-0003-0683-8085,0,1,1,10,0,0,,,11,Nature Plants
William G. Wood,William,Wood,0000-0001-5485-0236,0,3,0,64,6,17,,,90,Current biology : CB
William G. Wood,William ,Wood,0000-0002-8165-8757,0,0,0,0,0,0,,,0,
William G. Wood,William,Wood,0000-0002-9675-9868,0,1,1,24,0,0,,,25,Victims and Offenders
William G. Wood,William,Wood,0000-0001-9415-9976,0,3,3,24,0,0,,,27,Kronos Philosophical Journal
William G. Wood,william warner,wood,0000-0002-5296-9863,3,0,0,1,0,0,,,1,
William G. Wood,William Peter,Wood,0000-0003-3276-3638,0,1,0,1,0,0,1,,3,Crystal Growth & Design
William G. Wood,William Alexander,Wood,0000-0003-2451-0614,4,4,4,11,0,0,1,,16,Advanced Materials
William G. Wood,William,Wills-Wood,0000-0002-9020-4351,0,0,0,0,0,0,,,0,
William G. Wood,William,Wood IV,0000-0002-3270-8623,0,0,2,2,0,0,,,2,Pediatric Nephrology
William G. Wood,Ranulph William Douglas,Wood,0009-0004-3597-7505,0,0,0,0,0,0,,,0,
Eva E Bauer,Eva,Bauer,0000-0001-9204-3013,0,0,0,0,0,0,,,0,
Eva E Bauer,Eva,Bauer,0000-0002-4954-5234,0,0,0,0,0,0,,,0,
Eva E Bauer,Eva,Bauer,0000-0002-4820-2846,0,6,1,69,0,0,1,,76,Theoretical and Applied Genetics
Eva E Bauer,Eva,Bauer,0009-0003-9610-6036,0,0,0,0,0,0,,,0,
Eva E Bauer,Eva-Maria,Bauer,0009-0007-2123-8324,0,1,0,0,0,0,,,1,
Eva E Bauer,Eva Katharina,Bauer,0009-0005-2691-1499,0,2,1,3,0,1,,,6,Transcript
Eva E Bauer,Eva-Maria,Bauer,0009-0007-9961-4393,0,1,0,0,0,0,,,1,
Eva E Bauer,Eva,Martínez-Bauer,0000-0003-4948-3106,0,0,0,0,0,0,,,0,
Victoria Bertics,Victoria,Bertics,Not Found,,,,,,,,,0,
Jasper Billings,Jasper,Billings,Not Found,,,,,,,,,0,
Mackenzie Brown,Mackenzie,Brown,0000-0002-3605-1657,0,0,0,0,0,0,,,0,
Mackenzie Brown,Mackenzie,Brown,0000-0003-3493-1156,0,0,0,0,0,0,,,0,
Mackenzie Brown,Mackenzie,Brown,0000-0002-9291-6678,0,0,0,1,0,0,,,1,Arthritis Care & Research
Mackenzie Brown,Mackenzie,Brown,0009-0007-4485-2386,0,1,0,0,0,0,,,1,
Mackenzie Brown,Mackenzie,Brown,0000-0002-9671-1223,0,0,0,4,7,0,,,11,International Journal of Eating Disorders
Mackenzie Brown,Mackenzie,Brown Green,0000-0001-9896-3638,0,0,0,0,0,0,,,0,
Mackenzie Brown,Mackenzie Elizabeth,Brown,0000-0002-6383-4809,0,0,0,0,0,0,,,0,
Hadas Dimentstein,Hadas,Dimentstein,Not Found,,,,,,,,,0,
Brendan Grady,Brendan,Grady,Not Found,,,,,,,,,0,
Lisa Katz,Lisa,Katz,0009-0008-7247-5407,0,0,0,0,0,0,,,0,
Lisa Katz,Lisa,Katz,0000-0001-6233-9905,0,0,0,0,0,0,,,0,
Lisa Katz,Lisa,Katz,0009-0000-9977-1232,0,0,0,0,0,0,,,0,
Lisa Katz,Lisa,Katz,0000-0001-5547-2089,1,4,5,56,1,3,,,64,Equine Veterinary Journal
Lisa Katz,Mira-Lisa,Katz,0000-0002-5695-7982,0,0,0,0,0,0,,,0,
Heather Laederich,Heather,Laederich,Not Found,,,,,,,,,0,
Charles Linkem,Charles,Linkem,Not Found,,,,,,,,,0,
Kathleen A. London,Kathleen A.,London,Not Found,,,,,,,,,0,
Kirti Magudia,Kirti,Magudia,0000-0001-7037-433X,0,0,0,16,8,0,,,24,Radiology: Artificial Intelligence
Leti Kaz Parnell,Leti Kaz,Parnell,Not Found,,,,,,,,,0,
Rebecca E. Plevin,Rebecca,Plevin,0000-0003-3321-8076,0,0,0,1,0,0,,,1,Injury
John Carey Skinner,John,Skinner,0000-0002-9155-4695,0,0,0,0,0,0,,,0,
John Carey Skinner,John,Skinner,0000-0001-5174-047X,0,0,0,0,0,0,,,0,
John Carey Skinner,John,Skinner,0000-0001-5009-4250,0,0,0,0,0,0,,,0,
John Carey Skinner,John,Skinner,0000-0002-0752-5438,0,0,0,0,0,0,,,0,
John Carey Skinner,John,Skinner,0000-0001-8330-5835,0,0,0,4,0,0,,,4,Robotics Research
John Carey Skinner,John,Skinner,0000-0002-7653-7547,0,1,2,14,0,0,,,15,
John Carey Skinner,John,Skinner,0000-0003-1783-061X,0,0,0,1,0,0,,,1,Criminal Justice Policy Review
John Carey Skinner,John,Skinner,0009-0008-7003-2995,0,0,0,0,0,0,,,0,
John Carey Skinner,John,Skinner,0009-0005-1142-5447,0,1,0,0,0,0,,,1,
John Carey Skinner,John,Skinner,0009-0008-3798-0301,0,0,0,0,0,0,,,0,
John Carey Skinner,John,Skinner,0009-0007-8849-6432,0,0,0,0,0,0,,,0,
John Carey Skinner,John,Skinner,0000-0002-1901-9057,0,1,0,200,0,0,,,201,The Bone & Joint Journal
John Carey Skinner,John,Skinner,0000-0002-8449-6386,0,5,2,14,5,0,,,24,Canadian Journal of Zoology
John Carey Skinner,John,Skinner,0000-0002-4866-053X,0,3,1,64,4,0,1,,72,New South Wales public health bulletin
Jessie Standish,Jessie,Standish,Not Found,,,,,,,,,0,
Jeffrey P Stanley,Jeffrey,Stanley,0000-0003-2355-480X,0,1,0,84,13,0,,,98,Psychiatry Res
Jeffrey P Stanley,Jeffrey,Stanley,0000-0003-4462-3528,0,1,0,130,0,0,,,131,Sleep
Jeffrey P Stanley,Jeffrey A,Stanley,0000-0003-2359-2769,0,2,2,11,0,1,,,14,Race & Class
Yujiro Stone,Yujiro,Stone,Not Found,,,,,,,,,0,
Lacey Strong,Lacey,Strong,Not Found,,,,,,,,,0,
Cawa Tran,Cawa,Tran,0000-0002-6776-4780,0,0,0,0,2,0,,,2,
Sarah Valencia,Sarah,Valencia,0000-0003-1709-9302,0,1,3,1,0,0,,,2,Tobacco Use Insights
Sarah Valencia,Sarah,Valencia,0000-0001-5574-4603,0,0,2,4,3,0,,,7,Journal of Geophysical Research: Planets
Sarah Valencia,Sarah,Valencia,0000-0002-8878-8407,0,1,1,0,0,2,,,3,
